,doc_id,sentence
84,0,"    i might as yet have been a spreading flower,"
85,0,"    fresh to myself, if i had self-applied"
86,0,"    love to myself and to no love beside,"
87,0,
88,0,"    'but, woe is me! too early i attended"
89,0,    a youthful suit--it was to gain my grace--
90,0,"    of one by nature's outwards so commended,"
91,0,"    that maidens' eyes stuck over all his face,"
92,0,"    love lack'd a dwelling, and made him her place;"
93,0,"    and when in his fair parts she did abide,"
94,0,"    she was new lodged and newly deified,"
95,0,
96,0,    'his browny locks did hang in crooked curls;
97,0,    and every light occasion of the wind
98,0,"    upon his lips their silken parcels hurls,"
99,0,"    what's sweet to do, to do will aptly find,"
100,0,"    each eye that saw him did enchant the mind,"
101,0,    for on his visage was in little drawn
102,0,"    what largeness thinks in paradise was sawn,"
103,0,
104,0,    'small show of man was yet upon his chin;
105,0,    his phoenix down began but to appear
106,0,    like unshorn velvet on that termless skin
107,0,"    whose bare out-bragg'd the web it seem'd to wear,"
108,0,    yet show'd his visage by that cost more dear;
109,0,    and nice affections wavering stood in doubt
110,0,"    if best were as it was, or best without,"
111,0,
112,0,"    'his qualities were beauteous as his form,"
113,0,"    for maiden-tongued he was, and thereof free;"
114,0,"    yet, if men moved him, was he such a storm"
115,0,"    as oft 'twixt may and april is to see,"
116,0,"    when winds breathe sweet, untidy though they be,"
117,0,    his rudeness so with his authorized youth
118,0,"    did livery falseness in a pride of truth,"
119,0,
120,0,"    'well could he ride, and often men would say"
121,0,"    'that horse his mettle from his rider takes,"
122,0,"    proud of subjection, noble by the sway,"
123,0,"    what rounds, what bounds, what course, what stop"
124,0,    he makes!'
125,0,"    and controversy hence a question takes,"
126,0,"    whether the horse by him became his deed,"
127,0,"    or he his manage by the well-doing steed,"
128,0,
129,0,"    'but quickly on this side the verdict went,"
130,0,    his real habitude gave life and grace
131,0,"    to appertainings and to ornament,"
132,0,"    accomplish'd in himself, not in his case,"
133,0,"    all aids, themselves made fairer by their place,"
134,0,    came for additions; yet their purposed trim
135,0,"    pieced not his grace, but were all graced by him,"
136,0,
137,0,    'so on the tip of his subduing tongue
138,0,"    all kinds of arguments and question deep,"
139,0,"    all replication prompt, and reason strong,"
140,0,"    for his advantage still did wake and sleep,"
141,0,"    to make the weeper laugh, the laugher weep,"
142,0,"    he had the dialect and different skill,"
143,0,"    catching all passions in his craft of will,"
144,0,
145,0,    'that he did in the general bosom reign
146,0,"    of young, of old; and sexes both enchanted,"
147,0,"    to dwell with him in thoughts, or to remain"
148,0,"    in personal duty, following where he haunted,"
149,0,"    consents bewitch'd, ere he desire, have granted;"
150,0,"    and dialogued for him what he would say,"
151,0,"    ask'd their own wills, and made their wills obey,"
152,0,
153,0,"    'many there were that did his picture get,"
154,0,"    to serve their eyes, and in it put their mind;"
155,0,    like fools that in th' imagination set
156,0,    the goodly objects which abroad they find
157,0,"    of lands and mansions, theirs in thought assign'd;"
158,0,    and labouring in moe pleasures to bestow them
159,0,"    than the true gouty landlord which doth owe them,"
160,0,
161,0,"    'so many have, that never touch'd his hand,"
162,0,"    sweetly supposed them mistress of his heart,"
163,0,"    my woeful self, that did in freedom stand,"
164,0,"    and was my own fee-simple, not in part,"
165,0,"    what with his art in youth, and youth in art,"
166,0,"    threw my affections in his charmed power,"
167,0,"    reserved the stalk and gave him all my flower,"
168,0,
169,0,"    'yet did i not, as some my equals did,"
170,0,"    demand of him, nor being desired yielded;"
171,0,"    finding myself in honour so forbid,"
172,0,"    with safest distance i mine honour shielded,"
173,0,    experience for me many bulwarks builded
174,0,"    of proofs new-bleeding, which remain'd the foil"
175,0,"    of this false jewel, and his amorous spoil,"
176,0,
177,0,"    'but, ah, who ever shunn'd by precedent"
178,0,    the destined ill she must herself assay?
179,0,"    or forced examples, 'gainst her own content,"
180,0,    to put the by-past perils in her way?
181,0,    counsel may stop awhile what will not stay;
182,0,"    for when we rage, advice is often seen"
183,0,"    by blunting us to make our wits more keen,"
184,0,
185,0,"    'nor gives it satisfaction to our blood,"
186,0,    that we must curb it upon others' proof;
187,0,"    to be forbod the sweets that seem so good,"
188,0,"    for fear of harms that preach in our behoof,"
189,0,"    o appetite, from judgment stand aloof!"
190,0,"    the one a palate hath that needs will taste,"
191,0,"    though reason weep, and cry, 'it is thy last,'"
192,0,
193,0,"    'for further i could say 'this man's untrue,'"
194,0,    and knew the patterns of his foul beguiling;
195,0,"    heard where his plants in others' orchards grew,"
196,0,    saw how deceits were gilded in his smiling;
197,0,    knew vows were ever brokers to defiling;
198,0,"    thought characters and words merely but art,"
199,0,"    and bastards of his foul adulterate heart,"
200,0,
201,0,"    'and long upon these terms i held my city,"
202,0,"    till thus he gan besiege me, 'gentle maid,"
203,0,"    have of my suffering youth some feeling pity,"
204,0,"    and be not of my holy vows afraid,"
205,0,    that's to ye sworn to none was ever said;
206,0,"    for feasts of love i have been call'd unto,"
207,0,"    till now did ne'er invite, nor never woo,"
208,0,
209,0,    ''all my offences that abroad you see
210,0,"    are errors of the blood, none of the mind;"
211,0,"    love made them not, with acture they may be,"
212,0,"    where neither party is nor true nor kind,"
213,0,    they sought their shame that so their shame did find;
214,0,"    and so much less of shame in me remains,"
215,0,"    by how much of me their reproach contains,"
216,0,
217,0,"    ''among the many that mine eyes have seen,"
218,0,"    not one whose flame my heart so much as warm'd,"
219,0,"    or my affection put to the smallest teen,"
220,0,"    or any of my leisures ever charm'd,"
221,0,"    harm have i done to them, but ne'er was harm'd;"
222,0,"    kept hearts in liveries, but mine own was free,"
223,0,"    and reign'd, commanding in his monarchy,"
224,0,
225,0,"    ''look here, what tributes wounded fancies sent me,"
226,0,    of paled pearls and rubies red as blood;
227,0,    figuring that they their passions likewise lent me
228,0,"    of grief and blushes, aptly understood"
229,0,    in bloodless white and the encrimson'd mood;
230,0,"    effects of terror and dear modesty,"
231,0,"    encamp'd in hearts, but fighting outwardly,"
232,0,
233,0,"    ''and, lo, behold these talents of their hair,"
234,0,"    with twisted metal amorously impleach'd,"
235,0,"    i have received from many a several fair,"
236,0,"    their kind acceptance weepingly beseech'd,"
237,0,"    with the annexions of fair gems enrich'd,"
238,0,    and deep-brain'd sonnets that did amplify
239,0,"    each stone's dear nature, worth, and quality,"
240,0,
241,0,"    ''the diamond,--why, 'twas beautiful and hard,"
242,0,    whereto his invised properties did tend;
243,0,"    the deep-green emerald, in whose fresh regard"
244,0,    weak sights their sickly radiance do amend;
245,0,    the heaven-hued sapphire and the opal blend
246,0,"    with objects manifold, each several stone,"
247,0,"    with wit well blazon'd, smiled or made some moan,"
248,0,
249,0,"    ''lo, all these trophies of affections hot,"
250,0,"    of pensived and subdued desires the tender,"
251,0,"    nature hath charged me that i hoard them not,"
252,0,"    but yield them up where i myself must render,"
253,0,"    that is, to you, my origin and ender;"
254,0,"    for these, of force, must your oblations be,"
255,0,"    since i their altar, you enpatron me,"
256,0,
257,0,"    ''o, then, advance of yours that phraseless hand,"
258,0,    whose white weighs down the airy scale of praise;
259,0,"    take all these similes to your own command,"
260,0,    hallow'd with sighs that burning lungs did raise;
261,0,"    what me your minister, for you obeys,"
262,0,    works under you; and to your audit comes
263,0,"    their distract parcels in combined sums,"
264,0,
265,0,"    ''lo, this device was sent me from a nun,"
266,0,"    or sister sanctified, of holiest note;"
267,0,"    which late her noble suit in court did shun,"
268,0,    whose rarest havings made the blossoms dote;
269,0,"    for she was sought by spirits of richest coat,"
270,0,"    but kept cold distance, and did thence remove,"
271,0,"    to spend her living in eternal love,"
272,0,
273,0,"    ''but, o my sweet, what labour is't to leave"
274,0,"    the thing we have not, mastering what not strives,"
275,0,"    playing the place which did no form receive,"
276,0,    playing patient sports in unconstrained gyves?
277,0,"    she that her fame so to herself contrives,"
278,0,"    the scars of battle 'scapeth by the flight,"
279,0,"    and makes her absence valiant, not her might,"
280,0,
281,0,"    ''o, pardon me, in that my boast is true,"
282,0,    the accident which brought me to her eye
283,0,"    upon the moment did her force subdue,"
284,0,"    and now she would the caged cloister fly,"
285,0,"    religious love put out religion's eye,"
286,0,"    not to be tempted, would she be immured,"
287,0,"    and now, to tempt, all liberty procured,"
288,0,
289,0,"    ''how mighty then you are, o, hear me tell!"
290,0,    the broken bosoms that to me belong
291,0,"    have emptied all their fountains in my well,"
292,0,"    and mine i pour your ocean all among,"
293,0,"    i strong o'er them, and you o'er me being strong,"
294,0,"    must for your victory us all congest,"
295,0,"    as compound love to physic your cold breast,"
296,0,
297,0,"    ''my parts had power to charm a sacred nun,"
298,0,"    who, disciplined, ay, dieted in grace,"
299,0,"    believed her eyes when they to assail begun,"
300,0,"    all vows and consecrations giving place,"
301,0,"    o most potential love! vow, bond, nor space,"
302,0,"    in thee hath neither sting, knot, nor confine,"
303,0,"    for thou art all, and all things else are thine,"
304,0,
305,0,"    ''when thou impressest, what are precepts worth"
306,0,"    of stale example? when thou wilt inflame,"
307,0,    how coldly those impediments stand forth
308,0,"    of wealth, of filial fear, law, kindred, fame!"
309,0,"    love's arms are peace, 'gainst rule, 'gainst sense,"
310,0,"    'gainst shame,"
311,0,"    and sweetens, in the suffering pangs it bears,"
312,0,"    the aloes of all forces, shocks, and fears,"
313,0,
314,0,"    ''now all these hearts that do on mine depend,"
315,0,"    feeling it break, with bleeding groans they pine;"
316,0,"    and supplicant their sighs to you extend,"
317,0,"    to leave the battery that you make 'gainst mine,"
318,0,"    lending soft audience to my sweet design,"
319,0,    and credent soul to that strong-bonded oath
320,0,"    that shall prefer and undertake my troth,'"
321,0,
322,0,"    'this said, his watery eyes he did dismount,"
323,0,    whose sights till then were levell'd on my face;
324,0,    each cheek a river running from a fount
325,0,"    with brinish current downward flow'd apace,"
326,0,"    o, how the channel to the stream gave grace!"
327,0,    who glazed with crystal gate the glowing roses
328,0,"    that flame through water which their hue encloses,"
329,0,
330,0,"    'o father, what a hell of witchcraft lies"
331,0,    in the small orb of one particular tear!
332,0,    but with the inundation of the eyes
333,0,    what rocky heart to water will not wear?
334,0,    what breast so cold that is not warmed here?
335,0,"    o cleft effect! cold modesty, hot wrath,"
336,0,"    both fire from hence and chill extincture hath,"
337,0,
338,0,"    'for, lo, his passion, but an art of craft,"
339,0,    even there resolved my reason into tears;
340,0,"    there my white stole of chastity i daff'd,"
341,0,    shook off my sober guards and civil fears;
342,0,"    appear to him, as he to me appears,"
343,0,"    all melting; though our drops this difference bore,"
344,0,"    his poison'd me, and mine did him restore,"
345,0,
346,0,"    'in him a plenitude of subtle matter,"
347,0,"    applied to cautels, all strange forms receives,"
348,0,"    of burning blushes, or of weeping water,"
349,0,"    or swooning paleness; and he takes and leaves,"
350,0,"    in either's aptness, as it best deceives,"
351,0,"    to blush at speeches rank to weep at woes,"
352,0,"    or to turn white and swoon at tragic shows,"
353,0,
354,0,    'that not a heart which in his level came
355,0,"    could 'scape the hail of his all-hurting aim,"
356,0,    showing fair nature is both kind and tame;
357,0,"    and, veil'd in them, did win whom he would maim,"
358,0,    against the thing he sought he would exclaim;
359,0,"    when he most burn'd in heart-wish'd luxury,"
360,0,"    he preach'd pure maid, and praised cold chastity,"
361,0,
362,0,    'thus merely with the garment of a grace
363,0,    the naked and concealed fiend he cover'd;
364,0,"    that th' unexperient gave the tempter place,"
365,0,"    which like a cherubin above them hover'd,"
366,0,"    who, young and simple, would not be so lover'd?"
367,0,    ay me! i fell; and yet do question make
368,0,"    what i should do again for such a sake,"
369,0,
370,0,"    'o, that infected moisture of his eye,"
371,0,"    o, that false fire which in his cheek so glow'd,"
372,0,"    o, that forced thunder from his heart did fly,"
373,0,"    o, that sad breath his spongy lungs bestow'd,"
374,0,"    o, all that borrow'd motion seeming owed,"
375,0,"    would yet again betray the fore-betray'd,"
376,0,    and new pervert a reconciled maid!'
377,1,"all the world's a stage,"
378,1,and all the men and women merely players;
379,1,"they have their exits and their entrances,"
380,1,"and one man in his time plays many parts,"
381,1,"his acts being seven ages, at first, the infant,"
382,1,"mewling and puking in the nurse's arms,"
383,1,"then the whining schoolboy, with his satchel"
384,1,"and shining morning face, creeping like snail"
385,1,"unwillingly to school, and then the lover,"
386,1,"sighing like furnace, with a woeful ballad"
387,1,"made to his mistress' eyebrow, then a soldier,"
388,1,"full of strange oaths and bearded like the pard,"
389,1,"jealous in honor, sudden and quick in quarrel,"
390,1,seeking the bubble reputation
391,1,"even in the cannon's mouth, and then the justice,"
392,1,"in fair round belly with good capon lined,"
393,1,"with eyes severe and beard of formal cut,"
394,1,full of wise saws and modern instances;
395,1,"and so he plays his part, the sixth age shifts"
396,1,"into the lean and slippered pantaloon,"
397,1,with spectacles on nose and pouch on side;
398,1,"his youthful hose, well saved, a world too wide"
399,1,"for his shrunk shank, and his big manly voice,"
400,1,"turning again toward childish treble, pipes"
401,1,"and whistles in his sound, last scene of all,"
402,1,"that ends this strange eventful history,"
403,1,"is second childishness and mere oblivion,"
404,1,"sans teeth, sans eyes, sans taste, sans everything,"
405,2,"hark! hark! the lark at heaven's gate sings,"
406,2,"   and phoebus 'gins arise,"
407,2,his steeds to water at those springs
408,2,   on chaliced flowers that lies;
409,2,and winking mary-buds begin
410,2,"   to ope their golden eyes,"
411,2,"with everything that pretty bin,"
412,2,"   my lady sweet, arise!"
413,2,"   arise, arise!"
414,3,"blow, blow, thou winter wind"
415,3,thou art not so unkind
416,3,as man's ingratitude;
417,3,"thy tooth is not so keen,"
418,3,"because thou art not seen,"
419,3,"although thy breath be rude,"
420,3,
421,3,"heigh-ho! sing, heigh-ho! unto the green holly,"
422,3,"most freindship if feigning, most loving mere folly,"
423,3,"then heigh-ho, the holly!"
424,3,"this life is most jolly,"
425,3,
426,3,"freeze, freeze thou bitter sky,"
427,3,that does not bite so nigh
428,3,"as benefits forgot,"
429,3,"though thou the waters warp,"
430,3,thy sting is not so sharp
431,3,"as a friend remembered not,"
432,3,"heigh-ho! sing, heigh-ho! unto the green holly,"
433,3,"most freindship if feigning, most loving mere folly,"
434,3,"then heigh-ho, the holly!"
435,3,"this life is most jolly,"
436,4,"roses, their sharp spines being gone,"
437,4,"not royal in their smells alone,"
438,4,   but in their hue;
439,4,"maiden pinks, of odour faint,"
440,4,"daisies smell-less, yet most quaint,"
441,4,   and sweet thyme true;
442,4,
443,4,"primrose, firstborn child of ver;"
444,4,"merry springtime's harbinger,"
445,4,   with her bells dim;
446,4,"oxlips in their cradles growing,"
447,4,"marigolds on death-beds blowing,"
448,4,   larks'-heels trim;
449,4,
450,4,all dear nature's children sweet
451,4,"lie 'fore bride and bridegroom's feet,"
452,4,   blessing their sense!
453,4,"not an angel of the air,"
454,4,"bird melodious or bird fair,"
455,4,   be absent hence!
456,4,
457,4,"the crow, the slanderous cuckoo, nor"
458,4,"the boding raven, nor chough hoar,"
459,4,"   nor chattering pye,"
460,4,"may on our bride-house perch or sing,"
461,4,"or with them any discord bring,"
462,4,   but from it fly!
463,5,"o mistress mine, where are you roaming?"
464,5,o stay and hear! your true-love's coming
465,5,that can sing both high and low;
466,5,"trip no further, pretty sweeting,"
467,5,journey's end in lovers' meeting--
468,5,"every wise man's son doth know,"
469,5,
470,5,what is love? 'tis not hereafter;
471,5,present mirth hath present laughter;
472,5,"what's to come is still unsure,"
473,5,"in delay there lies no plenty,--"
474,5,"then come kiss me, sweet and twenty,"
475,5,"youth's a stuff will not endure,"
476,6,"come away, come away, death,"
477,6,   and in sad cypres let me be laid;
478,6,"fly away, fly away, breath;"
479,6,"   i am slain by a fair cruel maid,"
480,6,"my shroud of white, stuck all with yew,"
481,6,   o prepare it!
482,6,"my part of death, no one so true"
483,6,"   did share it,"
484,6,
485,6,"not a flower, not a flower sweet,"
486,6,   on my black coffin let there be strown;
487,6,"not a friend, not a friend greet"
488,6,"   my poor corse, where my bones shall be thrown,"
489,6,"a thousand thousand sighs to save,"
490,6,"   lay me, o, where"
491,6,sad true lover never find my grave
492,6,   to weep there!
493,7,urns and odours bring away!
494,7,"   vapours, sighs, darken the day!"
495,7,our dole more deadly looks than dying;
496,7,"   balms and gums and heavy cheers,"
497,7,"   sacred vials fill'd with tears,"
498,7,and clamours through the wild air flying!
499,7,
500,7,"   come, all sad and solemn shows,"
501,7,   that are quick-eyed pleasure's foes!
502,7,"   we convent naught else but woes,"
503,8,"over hill, over dale,"
504,8,"   thorough bush, thorough brier,"
505,8,"   over park, over pale,"
506,8,"   thorough flood, thorough fire,"
507,8,"   i do wander everywhere,"
508,8,   swifter than the moone's sphere;
509,8,"   and i serve the fairy queen,"
510,8,"   to dew her orbs upon the green,"
511,8,   the cowslips tall her pensioners be;
512,8,   in their gold coats spots you see;
513,8,"   those be rubies, fairy favours,"
514,8,"   in those freckles live their savours,"
515,8,"   i must go seek some dew-drops here,"
516,8,"and hang a pearl in every cowslip's ear,"
517,9,"you spotted snakes with double tongue,"
518,9,"   thorny hedgehogs, be not seen;"
519,9,"newts and blind-worms, do no wrong;"
520,9,"   come not near our fairy queen,"
521,9,
522,9,"   philomel, with melody,"
523,9,   sing in our sweet lullaby;
524,9,"   lulla, lulla, lullaby; lulla, lulla, lullaby!"
525,9,"   never harm,"
526,9,"   nor spell nor charm,"
527,9,   come our lovely lady nigh;
528,9,"   so, good night, with lullaby,"
529,9,
530,9,"weaving spiders, come not here;"
531,9,"   hence, you long-legg'd spinners, hence!"
532,9,"beetles black, approach not near;"
533,9,"   worm nor snail, do no offence,"
534,9,
535,9,"   philomel, with melody,"
536,9,   sing in our sweet lullaby;
537,9,"   lulla, lulla, lullaby; lulla, lulla, lullaby!"
538,9,"   never harm,"
539,9,"   nor spell nor charm,"
540,9,   come our lovely lady nigh;
541,9,"   so, good night, with lullaby,"
542,10,"come unto these yellow sands,"
543,10,"   and then take hands,"
544,10,"court'sied when you have, and kiss'd,--"
545,10,"   the wild waves whist,--"
546,10,foot it featly here and there;
547,10,"and, sweet sprites, the burthen bear,"
548,10,"   hark, hark!"
549,10,"   bow, wow,"
550,10,"   the watch-dogs bark,"
551,10,"   bow, wow,"
552,10,"   hark, hark! i hear"
553,10,   the strain of strutting chanticleer
554,10,"   cry, cock-a-diddle-dow!"
555,11,"where the bee sucks, there suck i,"
556,11,in a cowslip's bell i lie;
557,11,"there i couch when owls do cry,"
558,11,on the bat's back i do fly
559,11,"after summer merrily,"
560,11,"   merrily, merrily, shall i live now,"
561,11,"   under the blossom that hangs on the bough,"
562,12,full fathom five thy father lies;
563,12,of his bones are coral made;
564,12,"those are pearls that were his eyes,"
565,12,"   nothing of him that doth fade,"
566,12,but doth suffer a sea-change
567,12,"into something rich and strange,"
568,12,"sea-nymphs hourly ring his knell,"
569,12,"   ding-dong,"
570,12,   hark! now i hear them--
571,12,"   ding-dong, bell!"
572,13,"fear no more the heat o' the sun,"
573,13,   nor the furious winter's rages;
574,13,"thou thy worldly task hast done,"
575,13,"   home art gone, and ta'en thy wages,"
576,13,"golden lads and girls all must,"
577,13,"as chimney-sweepers, come to dust,"
578,13,
579,13,"fear no more the frown o' the great,"
580,13,   thou art past the tyrant's stroke;
581,13,care no more to clothe and eat;
582,13,"   to thee the reed is as the oak,"
583,13,"the sceptre, learning, physic, must"
584,13,"all follow this, and come to dust,"
585,13,
586,13,"fear no more the lightning-flash,"
587,13,   nor the all-dreaded thunder-stone;
588,13,"fear not slander, censure rash;"
589,13,"   thou hast finish'd joy and moan,"
590,13,"all lovers young, all lovers must"
591,13,"consign to thee, and come to dust,"
592,13,
593,13,no exorciser harm thee!
594,13,nor no witchcraft charm thee!
595,13,ghost unlaid forbear thee!
596,13,nothing ill come near thee!
597,13,quiet consummation have;
598,13,and renowned be thy grave!
599,14,"but, lo! from forth a copse that neighbours by,"
600,14,"a breeding jennet, lusty, young, and proud,"
601,14,"adonis' trampling courser doth espy,"
602,14,"and forth she rushes, snorts and neighs aloud;"
603,14,"the strong-neck'd steed, being tied unto a tree,"
604,14,"breaketh his rein, and to her straight goes he,"
605,14,
606,14,"imperiously he leaps, he neighs, he bounds,"
607,14,and now his woven girths he breaks asunder;
608,14,"the bearing earth with his hard hoof he wounds,"
609,14,whose hollow womb resounds like heaven's thunder;
610,14,the iron bit he crushes 'tween his teeth
611,14,"controlling what he was controlled with,"
612,14,
613,14,his ears up-prick'd; his braided hanging mane
614,14,upon his compass'd crest now stand on end;
615,14,"his nostrils drink the air, and forth again,"
616,14,"as from a furnace, vapours doth he send,"
617,14,"his eye, which scornfully glisters like fire,"
618,14,"shows his hot courage and his high desire,"
619,14,
620,14,"sometime her trots, as if he told the steps,"
621,14,with gentle majesty and modest pride;
622,14,"anon he rears upright, curvets and leaps,"
623,14,"as who should say, 'lo! thus my strength is tried;"
624,14,and this i do to captivate the eye
625,14,"of the fair breeder that is standing by,'"
626,14,
627,14,"what recketh he his rider's angry stir,"
628,14,"his flattering 'holla,' or his 'stand, i say?'"
629,14,what cares he now for curb of pricking spur?
630,14,for rich caparisons or trapping gay?
631,14,"he sees his love, and nothing else he sees,"
632,14,"nor nothing else with his proud sight agrees,"
633,14,
634,14,"look, when a painter would surpass the life,"
635,14,"in limning out a well-proportion'd steed,"
636,14,"his art with nature's workmanship at strife,"
637,14,as if the dead the living should exceed;
638,14,"so did this horse excel a common one,"
639,14,"in shape, in courage, colour, pace and bone"
640,14,
641,14,"round-hoof'd, short-jointed, fetlocks shag and long,"
642,14,"broad breast, full eye, small head, and nostril wide,"
643,14,"high crest, short ears, straight legs and passing strong,"
644,14,"thin mane, thick tail, broad buttock, tender hide,"
645,14,"look, what a horse should have he did not lack,"
646,14,"save a proud rider on so proud a back,"
647,14,
648,14,"sometimes he scuds far off, and there he stares;"
649,14,anon he starts at stirring of a feather;
650,14,"to bid the wind a race he now prepares,"
651,14,and whe'r he run or fly they know not whether;
652,14,"for through his mane and tail the high wind sings,"
653,14,"fanning the hairs, who wave like feather'd wings,"
654,14,
655,14,"he looks upon his love, and neighs unto her;"
656,14,she answers him as if she knew his mind;
657,14,"being proud, as females are, to see him woo her,"
658,14,"she puts on outward strangeness, seems unkind,"
659,14,"spurns at his love and scorns the heat he feels,"
660,14,"beating his kind embracements with her heels,"
661,14,
662,14,"then, like a melancholy malcontent,"
663,14,"he vails his tail that, like a falling plume"
664,14,"cool shadow to his melting buttock lent,"
665,14,"he stamps, and bites the poor flies in his fume,"
666,14,"his love, perceiving how he is enrag'd,"
667,14,"grew kinder, and his fury was assuag'd,"
668,14,
669,14,his testy master goeth about to take him;
670,14,"when lo! the unback'd breeder, full of fear,"
671,14,"jealous of catching, swiftly doth forsake him,"
672,14,"with her the horse, and left adonis there,"
673,14,"as they were mad, unto the wood they hie them,"
674,14,"out-stripping crows that strive to over-fly them,"
675,14,
676,14,"i prophesy they death, my living sorrow,"
677,14,"if thou encounter with the boar to-morrow,"
678,14,
679,14,"but if thou needs wilt hunt, be rul'd by me;"
680,14,"uncouple at the timorous flying hare,"
681,14,"or at the fox which lives by subtlety,"
682,14,"or at the roe which no encounter dare,"
683,14,"pursue these fearful creatures o'er the downs,"
684,14,"and on they well-breath'd horse keep with they hounds,"
685,14,
686,14,"and when thou hast on food the purblind hare,"
687,14,"mark the poor wretch, to overshoot his troubles"
688,14,"how he outruns with winds, and with what care"
689,14,"he cranks and crosses with a thousand doubles,"
690,14,the many musits through the which he goes
691,14,"are like a labyrinth to amaze his foes,"
692,14,
693,14,"sometime he runs among a flock of sheep,"
694,14,"to make the cunning hounds mistake their smell,"
695,14,"and sometime where earth-delving conies keep,"
696,14,"to stop the loud pursuers in their yell,"
697,14,and sometime sorteth with a herd of deer;
698,14,"danger deviseth shifts; wit waits on fear,"
699,14,
700,14,"for there his smell with other being mingled,"
701,14,"the hot scent-snuffing hounds are driven to doubt,"
702,14,ceasing their clamorous cry till they have singled
703,14,with much ado the cold fault cleanly out;
704,14,"then do they spend their mouths, echo replies,"
705,14,"as if another chase were in the skies,"
706,14,
707,14,"by this, poor wat, far off upon a hill,"
708,14,"stands on his hinder legs with listening ear,"
709,14,"to hearken if his foes pursue him still,"
710,14,anon their loud alarums he doth hear;
711,14,and now his grief may be compared well
712,14,"to one sore sick that hears the passing-bell,"
713,14,
714,14,then shalt thou see the dew-bedabbled wretch
715,14,"turn, and return, indenting with the way;"
716,14,"each envious briar his weary legs doth scratch,"
717,14,"each shadow makes him stop, each murmur stay,"
718,14,"for misery is trodden on by many,"
719,14,"and being low never reliev'd by any,"
720,14,
721,14,"lie quietly, and hear a little more;"
722,14,"nay, do not struggle, for thou shalt not rise,"
723,14,"to make thee hate the hunting of the boar,"
724,14,"unlike myself thou hear'st me moralize,"
