,doc_id,sentence
300,5,"here, look at my muscles! george sat up and flexed both of his arms,"
301,5,"beautiful, eh ,baby? look at that muscle! feel it! feel it!"
302,5,"constance felt one of the arms, then the other,"
303,5,"yes, you have a beautiful body, george,"
304,5,"i'm a man, i'm a dishwasher but i'm a man, a real man,"
305,5,"i know it, george, i'm not the milk shit you left,"
306,5,"i know it,"
307,5,"and i can sing, too, you ought to hear my voice,"
308,5,"constance sat there, george began to sing, he sang old man river, then he"
309,5,"sang nobody knows the trouble i've seen, he sang the st, louis"
310,5,"blues, he sang god bless america, stopping several times and laughing,"
311,5,"then he sat down next to constance, he said, connie, you have beautiful legs,"
312,5,"he asked for another cigarette, he smoked it, drank two more drinks, then put his head"
313,5,"down on connie's legs, against the stockings, in her lap, and he said, connie, i"
314,5,"guess i'm no good, i guess i'm crazy, i'm sorry i hit you, i'm sorry i burned you with"
315,5,"that cigarette,"
316,5,"constance sat there, she ran her fingers through george's hair, stroking him, soothing"
317,5,"him, soon he was asleep, she waited a while longer, then she lifted his head and placed it"
318,5,"on the pillow, lifted his legs and straightened them out on the bed, she stood up, walked"
319,5,"to the fifth, poured a jolt of good whiskey in to her glass, added a touch of water and"
320,5,"drank it sown, she walked to the trailer door, pulled it open, stepped out, closed it, she"
321,5,"walked through the backyard, opened the fence gate, walked up the alley under the one"
322,5,"o'clock moon, the sky was clear of clouds, the same sky full of clouds was up there, she got"
323,5,"out on the boulevard and walked east and reached the entrance of the blue mirror, she"
324,5,"walked in, and there was walter sitting alone and drunk at the end of the bar, she walked"
325,5,"up and sat down next to him, missed me, baby? she asked, walter looked up, he"
326,5,"recognized her, he didn't answer, he looked at the bartender and the bartender walked"
327,5,"toward them they all knew each other,"
328,6,it was on the 2nd floor on coronado street
329,6,i used to get drunk
330,6,and throw the radio through the window
331,6,"while it was playing, and, of course,"
332,6,it would break the glass in the window
333,6,and the radio would sit there on the roof
334,6,still playing
335,6,"and i'd tell my woman,"
336,6,"ah, what a marvelous radio!"
337,6,the next morning i'd take the window
338,6,off the hinges
339,6,and carry it down the street
340,6,to the glass man
341,6,"who would put in another pane,"
342,6,i kept throwing that radio through the window
343,6,each time i got drunk
344,6,and it would sit there on the roof
345,6,still playing-
346,6,a magic radio
347,6,"a radio with guts,"
348,6,and each morning i'd take the window
349,6,"back to the glass man,"
350,6,i don't remember how it ended exactly
351,6,though i do remember
352,6,"we finally moved out,"
353,6,there was a woman downstairs who worked in
354,6,"the garden in her bathing suit,"
355,6,she really dug with that trowel
356,6,and she put her behind up in the air
357,6,and i used to sit in the window
358,6,and watch the sun shine all over that thing
359,6,"while the music played,"
360,7,we had goldfish and they circled around and around
361,7,in the bowl on the table near the heavy drapes
362,7,covering the picture window and
363,7,"my mother, always smiling, wanting us all"
364,7,"to be happy, told me, be happy henry!"
365,7,"and she was right, it's better to be happy if you"
366,7,can
367,7,but my father continued to beat her and me several times a week while
368,7,raging inside his 6-foot-two frame because he couldn't
369,7,"understand what was attacking him from within,"
370,7,
371,7,"my mother, poor fish,"
372,7,"wanting to be happy, beaten two or three times a"
373,7,"week, telling me to be happy, henry, smile!"
374,7,why don't you ever smile?
375,7,
376,7,"and then she would smile, to show me how, and it was the"
377,7,saddest smile i ever saw
378,7,
379,7,"one day the goldfish died, all five of them,"
380,7,"they floated on the water, on their sides, their"
381,7,"eyes still open,"
382,7,and when my father got home he threw them to the cat
383,7,there on the kitchen floor and we watched as my mother
384,7,smiled
385,8,the flesh covers the bone
386,8,and they put a mind
387,8,in there and
388,8,"sometimes a soul,"
389,8,and the women break
390,8,vases against the walls
391,8,and the men drink too
392,8,much
393,8,and nobody finds the
394,8,one
395,8,but keep
396,8,looking
397,8,crawling in and out
398,8,"of beds,"
399,8,flesh covers
400,8,the bone and the
401,8,flesh searches
402,8,for more than
403,8,"flesh,"
404,8,
405,8,there's no chance
406,8,"at all,"
407,8,we are all trapped
408,8,by a singular
409,8,"fate,"
410,8,
411,8,nobody ever finds
412,8,"the one,"
413,8,
414,8,the city dumps fill
415,8,the junkyards fill
416,8,the madhouses fill
417,8,the hospitals fill
418,8,the graveyards fill
419,8,
420,8,nothing else
421,8,"fills,"
422,9,i see you drinking at a fountain with tiny
423,9,"blue hands, no, your hands are not tiny"
424,9,"they are small, and the fountain is in france"
425,9,where you wrote me that last letter and
426,9,"i answered and never heard from you again,"
427,9,you used to write insane poems about
428,9,"angels and god, all in upper case, and you"
429,9,knew famous artists and most of them
430,9,"were your lovers, and i wrote back, it’ all right,"
431,9,"go ahead, enter their lives, i’ not jealous"
432,9,"because we’ never met, we got close once in"
433,9,"new orleans, one half block, but never met, never"
434,9,"touched, so you went with the famous and wrote"
435,9,"about the famous, and, of course, what you found out"
436,9,is that the famous are worried about
437,9,their fame –– not the beautiful young girl in bed
438,9,"with them, who gives them that, and then awakens"
439,9,in the morning to write upper case poems about
440,9,"angels and god, we know god is dead, they’ told"
441,9,"us, but listening to you i wasn’ sure, maybe"
442,9,"it was the upper case, you were one of the"
443,9,"best female poets and i told the publishers,"
444,9,"editors, “ her, print her, she’ mad but she’"
445,9,"magic, there’ no lie in her fire,” i loved you"
446,9,"like a man loves a woman he never touches, only"
447,9,"writes to, keeps little photographs of, i would have"
448,9,loved you more if i had sat in a small room rolling a
449,9,"cigarette and listened to you piss in the bathroom,"
450,9,"but that didn’ happen, your letters got sadder,"
451,9,"your lovers betrayed you, kid, i wrote back, all"
452,9,"lovers betray, it didn’ help, you said"
453,9,you had a crying bench and it was by a bridge and
454,9,the bridge was over a river and you sat on the crying
455,9,bench every night and wept for the lovers who had
456,9,"hurt and forgotten you, i wrote back but never"
457,9,"heard again, a friend wrote me of your suicide"
458,9,"3 or 4 months after it happened, if i had met you"
459,9,i would probably have been unfair to you or you
460,9,"to me, it was best like this,"
461,10,long walks at night--
462,10,"that's what good for the soul,"
463,10,peeking into windows
464,10,watching tired housewives
465,10,trying to fight off
466,10,"their beer-maddened husbands,"
467,11,having the low down blues and going
468,11,"into a restaurant to eat,"
469,11,"you sit at a table,"
470,11,"the waitress smiles at you,"
471,11,"she's dumpy, her ass is too big,"
472,11,"she radiates kindness and sympathy,"
473,11,"live with her 3 months and a man would no real agony,"
474,11,"o,k,, you'll tip her 15 percent,"
475,11,you order a turkey sandwich and a
476,11,"beer,"
477,11,the man at the table across from you
478,11,has watery blue eyes and
479,11,"a head like an elephant,"
480,11,at a table further down are 3 men
481,11,with very tiny heads
482,11,and long necks
483,11,"like ostriches,"
484,11,"they talk loudly of land development,"
485,11,"why, you think, did i ever come"
486,11,in here when i have the low-down
487,11,blues?
488,11,then the the waitress comes back with the sandwich
489,11,and she asks you if there will be anything
490,11,else?
491,11,"and you tell her, no no, this will be"
492,11,"fine,"
493,11,"then somebody behind you laughs,"
494,11,it's a cork laugh filled with sand and
495,11,"broken glass,"
496,11,
497,11,"you begin eating the sandwich,"
498,11,
499,11,"it's something,"
500,11,"it's a minor, difficult,"
501,11,sensible action
502,11,like composing a popular song
503,11,to make a 14-year old
504,11,"weep,"
505,11,"you order another beer,"
506,11,"jesus, look at that guy"
507,11,his hands hang down almost to his knees and he's
508,11,"whistling,"
509,11,"well, time to get out,"
510,11,"pick up the bill,"
511,11,"tip,"
512,11,"go to the register,"
513,11,"pay,"
514,11,"pick up a toothpick,"
515,11,"go out the door,"
516,11,"your car is still there,"
517,11,and there are 3 men with heads
518,11,and necks
519,11,like ostriches all getting into one
520,11,"car,"
521,11,they each have a toothpick and now
522,11,"they are talking about women,"
523,11,they drive away first
524,11,"they drive away fast,"
525,11,"they're best i guess,"
526,11,"it's an unbearably hot day,"
527,11,"there's a first-stage smog alert,"
528,11,all the birds and plants are dead
529,11,"or dying,"
530,11,
531,11,"you start the engine,"
532,12,"washed-up, on shore, the old yellow notebook"
533,12, out again
534,12, i write from the bed
535,12, as i did last
536,12," year,"
537,12," will see the doctor,"
538,12," monday,"
539,12," yes, doctor, weak legs, vertigo, head-"
540,12, aches and my back
541,12," hurts,"
542,12," are you drinking? he will ask,"
543,12, are you getting your
544,12,"exercise, your"
545,12, vitamins?
546,12, i think that i am just ill
547,12," with life, the same stale yet"
548,12, fluctuating
549,12," factors,"
550,12, even at the track
551,12, i watch the horses run by
552,12, and it seems
553,12," meaningless,"
554,12, i leave early after buying tickets on the
555,12," remaining races,"
556,12, taking off? asks the motel
557,12," clerk,"
558,12," yes, it's boring,"
559,12," i tell him,"
560,12, if you think it's boring
561,12," out there, he tells me, you oughta be"
562,12," back here,"
563,12, so here i am
564,12, propped up against my pillows
565,12, again
566,12, just an old guy
567,12, just an old writer
568,12, with a yellow
569,12," notebook,"
570,12, something is
571,12, walking across the
572,12, floor
573,12, toward
574,12," me,"
575,12," oh, it's just"
576,12, my cat
577,12, this
578,12," time,"
579,13,as the poems go into the thousands you
580,13,realize that you've created very
581,13,"little,"
582,13,"it comes down to the rain, the sunlight,"
583,13,"the traffic, the nights and the days of the"
584,13,"years, the faces,"
585,13,leaving this will be easier than living
586,13,"it, typing one more line now as"
587,13,"a man plays a piano through the radio,"
588,13,the best writers have said very
589,13,little
590,13,"and the worst,"
591,13,"far too much,"
592,13,from onthebus - 1992
593,14,"to give life you must take life,"
594,14,and as our grief falls flat and hollow
595,14,upon the billion-blooded sea
596,14,i pass upon serious inward-breaking shoals rimmed
597,14,"with white-legged, white-bellied rotting creatures"
598,14,"lengthily dead and rioting against surrounding scenes,"
599,14,"dear child, i only did to you what the sparrow"
600,14,did to you; i am old when it is fashionable to be
601,14,"young; i cry when it is fashionable to laugh,"
602,14,i hated you when it would have taken less courage
603,14,"to love,"
604,15,i awaken about noon and go out to get the mail
605,15,"in my old torn bathrobe,"
606,15,i'm hung over
607,15,hair down in my eyes
608,15,barefoot
609,15,gingerly walking on the small sharp rocks
610,15,in my path
611,15,"still afraid of pain behind my four-day beard,"
612,15,
613,15,the young housewife next door shakes a rug
614,15,"out of her window and sees me,"
615,15,"hello, hank!"
616,15,
617,15,god damn! it's almost like being shot in the ass
618,15,"with a ,22"
619,15,
620,15,"hello, i say"
621,15,"gathering up my visa card bill, my penny saver coupons,"
622,15,"a dept, of water and power past-due notice,"
623,15,a letter from the mortgage people
624,15,plus a demand from the weed abatement department
625,15,"giving me 30 days to clean up my act,"
626,15,
627,15,i mince back again over the small sharp rocks
628,15,"thinking, maybe i'd better write something tonight,"
629,15,they all seem
630,15,"to be closing in,"
631,15,
632,15,"there's only one way to handle those motherfuckers,"
633,15,
634,15,"the night harness races will have to wait,"
635,16,we are always asked
636,16,to understand the other person's
637,16,viewpoint
638,16,no matter how
639,16,outdated
640,16,foolish or
641,16,"obnoxious,"
642,16,one is asked
643,16,to view
644,16,their total error
645,16,their life-waste
646,16,with
647,16,"kindliness,"
648,16,especially if they are
649,16,"aged,"
650,16,but age is the total of
651,16,"our doing,"
652,16,they have aged
653,16,badly
654,16,because they have
655,16,lived
656,16,"out of focus,"
657,16,they have refused to
658,16,"see,"
659,16,not their fault?
660,16,whose fault?
661,16,mine?
662,16,i am asked to hide
663,16,my viewpoint
664,16,from them
665,16,for fear of their
666,16,"fear,"
667,16,age is no crime
668,16,but the shame
669,16,of a deliberately
670,16,wasted
671,16,life
672,16,among so many
673,16,deliberately
674,16,wasted
675,16,lives
676,16,"is,"
677,17,"drunk on the dark streets of some city,"
678,17,"it's night, you're lost, where's your"
679,17,room?
680,17,"you enter a bar to find yourself,"
681,17,"order scotch and water,"
682,17,"damned bar's sloppy wet, it soaks"
683,17,part of one of your shirt
684,17,"sleeves,"
685,17,"it's a clip joint-the scotch is weak,"
686,17,"you order a bottle of beer,"
687,17,madame death walks up to you
688,17,"wearing a dress,"
689,17,"she sits down, you buy her a"
690,17,"beer, she stinks of swamps, presses"
691,17,"a leg against you,"
692,17,"the bar tender sneers,"
693,17,"you've got him worried, he doesn't"
694,17,"know if you're a cop, a killer, a"
695,17,madman or an
696,17,"idiot,"
697,17,"you ask for a vodka,"
698,17,you pour the vodka into the top of
699,17,"the beer bottle,"
700,17,"it's one a,m, in a dead cow world,"
701,17,"you ask her how much for head,"
702,17,"drink everything down, it tastes"
703,17,"like machine oil,"
704,17,
705,17,"you leave madame death there,"
706,17,you leave the sneering bartender
707,17,"there,"
708,17,
709,17,you have remembered where
710,17,"your room is,"
711,17,the room with the full bottle of
712,17,"wine on the dresser,"
713,17,the room with the dance of the
714,17,"roaches,"
715,17,perfection in the star turd
716,17,where love died
717,17,"laughing,"
718,18,there's a bluebird in my heart that
719,18,wants to get out
720,18,"but i'm too tough for him,"
721,18,"i say, stay in there, i'm not going"
722,18,to let anybody see
723,18,"you,"
724,18,there's a bluebird in my heart that
725,18,wants to get out
726,18,but i pour whiskey on him and inhale
727,18,cigarette smoke
728,18,and the whores and the bartenders
729,18,and the grocery clerks
730,18,never know that
731,18,he's
732,18,"in there,"
733,18,
734,18,there's a bluebird in my heart that
735,18,wants to get out
736,18,"but i'm too tough for him,"
737,18,"i say,"
738,18,"stay down, do you want to mess"
739,18,me up?
740,18,you want to screw up the
741,18,works?
742,18,you want to blow my book sales in
743,18,europe?
744,18,there's a bluebird in my heart that
745,18,wants to get out
746,18,"but i'm too clever, i only let him out"
747,18,at night sometimes
748,18,"when everybody's asleep,"
749,18,"i say, i know that you're there,"
750,18,so don't be
751,18,"sad,"
752,18,"then i put him back,"
753,18,but he's singing a little
754,18,"in there, i haven't quite let him"
755,18,die
756,18,and we sleep together like
757,18,that
758,18,with our
759,18,secret pact
760,18,and it's nice enough to
761,18,make a man
762,18,"weep, but i don't"
763,18,"weep, do"
764,18,you?
765,19,she died of alcoholism
766,19,wrapped in a blanket
767,19,on a deck chair
768,19,on an ocean
769,19,"steamer,"
770,19,
771,19,all her books of
772,19,terrified loneliness
773,19,
774,19,all her books about
775,19,the cruelty
776,19,of loveless love
777,19,
778,19,were all that was left
779,19,of her
780,19,
781,19,as the strolling vacationer
782,19,discovered her body
783,19,
784,19,notified the captain
785,19,
786,19,and she was quickly dispatched
787,19,to somewhere else
788,19,on the ship
789,19,
790,19,as everything
791,19,continued just
792,19,as
793,19,she had written it
794,20,the best often die by their own hand
795,20,"just to get away,"
796,20,and those left behind
797,20,can never quite understand
798,20,why anybody
799,20,would ever want to
800,20,get away
801,20,from
802,20,them
803,21,at one stage in my life
804,21,i met a man who claimed to have
805,21,"visited pound at st, elizabeth's,"
806,21,
807,21,then i met a woman who not only
808,21,claimed to have visited
809,21,"e,p,"
810,21,but also to have made love
811,21,to him—she even showed
812,21,me
813,21,certain sections in the
814,21,cantos
815,21,where ezra was supposed to have
816,21,mentioned
817,21,"her,"
818,21,
819,21,so there was this man and
820,21,this woman
821,21,and the woman told me
822,21,that pound had never
823,21,mentioned a visit from this
824,21,man
825,21,and the man claimed that the
826,21,lady had had nothing to do
827,21,with the
828,21,master
829,21,that she was a
830,21,charlatan
831,21,
832,21,and since i wasn't a
833,21,poundian scholar
834,21,i didn't know who to
835,21,believe
836,21,but one thing i do
837,21,"know, when a man is"
838,21,living
839,21,many claim relationships
840,21,that are hardly
841,21,so
842,21,"and after he dies, well,"
843,21,then it's everybody's
844,21,"party,"
845,21,
846,21,my guess is that pound
847,21,knew neither the lady or the
848,21,gentleman
849,21,
850,21,or if he knew
851,21,one
852,21,or if he knew
853,21,both
854,21,
855,21,it was a shameful waste of
856,21,madhouse
857,21,"time,"
858,22,waiting for death
859,22,like a cat
860,22,that will jump on the
861,22,bed
862,22,
863,22,i am so very sorry for
864,22,my wife
865,22,
866,22,she will see this
867,22,stiff
868,22,white
869,22,body
870,22,"shake it once, then"
871,22,maybe
872,22,again
873,22,
874,22,hank!
875,22,
876,22,hank won't
877,22,"answer,"
878,22,
879,22,it's not my death that
880,22,"worries me, it's my wife"
881,22,left with this
882,22,pile of
883,22,"nothing,"
884,22,
885,22,i want to
886,22,let her know
887,22,though
888,22,that all the nights
889,22,sleeping
890,22,beside her
891,22,
892,22,even the useless
893,22,arguments
894,22,were things
895,22,ever splendid
896,22,
897,22,and the hard
898,22,words
899,22,i ever feared to
900,22,say
901,22,can now be
902,22,"said,"
903,22,
904,22,i love
905,22,"you,"
906,23,i even hear the mountains
907,23,the way they laugh
908,23,up and down their blue sides
909,23,and down in the water
910,23,the fish cry
911,23,and the water
912,23,"is their tears,"
913,23,i listen to the water
914,23,on nights i drink away
915,23,and the sadness becomes so great
916,23,i hear it in my clock
917,23,it becomes knobs upon my dresser
918,23,it becomes paper on the floor
919,23,it becomes a shoehorn
920,23,a laundry ticket
921,23,it becomes
922,23,cigarette smoke
923,23,"climbing a chapel of dark vines, , ,"
924,23,it matters little
925,23,very little love is not so bad
926,23,or very little life
927,23,what counts
928,23,is waiting on walls
929,23,i was born for this
930,23,"i was born to hustle roses down the avenues of the dead,"
931,24,good weather
932,24,is like
933,24,good women-
934,24,it doesn't always happen
935,24,and when it does
936,24,it doesn't
937,24,"always last,"
938,24,man is
939,24,"more stable,"
940,24,if he's bad
941,24,there's more chance
942,24,"he'll stay that way,"
943,24,or if he's good
944,24,he might hang
945,24,"on,"
946,24,but a woman
947,24,is changed
948,24,by
949,24,children
950,24,age
951,24,diet
952,24,conversation
953,24,sex
954,24,the moon
955,24,the absence or
956,24,presence of sun
957,24,"or good times,"
958,24,a woman must be nursed
959,24,into subsistence
960,24,by love
961,24,where a man can become
962,24,stronger
963,24,"by being hated,"
964,24,i am drinking tonight in spangler's bar
965,24,and i remember the cows
966,24,i once painted in art class
967,24,and they looked good
968,24,they looked better than anything
969,24,"in here, i am drinking in spangler's bar"
970,24,wondering which to love and which
971,24,"to hate, but the rules are gone,"
972,24,i love and hate only
973,24,myself-
974,24,they stand outside me
975,24,like an orange dropped from the table
976,24,and rolling away; it's what i've got to
977,24,"decide,"
978,24,kill myself or
979,24,love myself?
980,24,which is the treason?
981,24,where's the information
982,24,coming from?
983,24,"books,like broken glass,"
984,24,i wouldn't wipe my ass with 'em
985,24,"yet, it's getting"
986,24,"darker, see?"
987,24,we drink here and speak to
988,24,each other and
989,24,"seem knowing,"
990,24,buy the cow with the biggest
991,24,tits
992,24,buy the cow with the biggest
993,24,"rump,"
994,24,"present arms,"
995,24,the bartender slides me a beer
996,24,it runs down the bar
997,24,like an olympic sprinter
998,24,and the pair of pliers that is my hand
999,24,"stops it, lifts it,"
1000,24,"golden piss of dull temptation,"
1001,24,i drink and
1002,24,stand there
1003,24,the weather bad for cows
1004,24,but my brush is ready
1005,24,to stroke up
1006,24,the green grass straw eye
1007,24,sadness takes me all over
1008,24,and i drink the beer straight down
1009,24,order a shot
1010,24,fast
